@relation train_80p100_38556_weather_only

@attribute weather_description {'overcast clouds',haze,'scattered clouds','sky is clear','broken clouds',mist,'moderate rain','Sky is Clear','light snow','heavy snow','proximity thunderstorm','few clouds','light rain','light intensity drizzle',fog,'heavy intensity rain',snow,drizzle,'proximity shower rain',thunderstorm,smoke,'thunderstorm with light rain','very heavy rain','heavy intensity drizzle','proximity thunderstorm with rain','thunderstorm with rain','shower drizzle','light shower snow','thunderstorm with heavy rain','thunderstorm with light drizzle','proximity thunderstorm with drizzle',SQUALLS,'light intensity shower rain','freezing rain','light rain and snow',sleet,'thunderstorm with drizzle'}
@attribute traffic_volume numeric

@data
'scattered clouds',4629
'sky is clear',2108
'sky is clear',5307
mist,951
'broken clouds',2158
mist,4544
'overcast clouds',442
'sky is clear',318
'Sky is Clear',3368
'scattered clouds',4548
'few clouds',5306
'broken clouds',5745
'sky is clear',308
'proximity thunderstorm',373
'light rain',4238
'light rain',339
'few clouds',5727
'scattered clouds',3246
mist,1763
'broken clouds',538
'sky is clear',1753
'sky is clear',2880
'broken clouds',3310
'overcast clouds',780
'overcast clouds',4315
'overcast clouds',5701
mist,313
'sky is clear',2682
'Sky is Clear',565
'sky is clear',898
'few clouds',3767
'broken clouds',6085
'Sky is Clear',6642
haze,4979
'scattered clouds',5116
'light snow',2540
'broken clouds',3946
'sky is clear',5170
'moderate rain',2107
'light snow',779
mist,1849
haze,2984
'scattered clouds',2580
'sky is clear',520
haze,5480
'moderate rain',4975
'overcast clouds',6461
'sky is clear',4249
'light snow',6076
'light rain',555
'broken clouds',6685
'light snow',1738
'scattered clouds',4668
'sky is clear',4113
'sky is clear',1712
'sky is clear',306
'broken clouds',402
'light rain',258
mist,857
'sky is clear',838
'sky is clear',2956
'overcast clouds',3030
'few clouds',4352
'sky is clear',270
'overcast clouds',1501
'broken clouds',4254
mist,513
'sky is clear',4468
'broken clouds',4676
'sky is clear',3629
'broken clouds',4490
'overcast clouds',357
'sky is clear',378
'broken clouds',5157
'light rain',5803
'light rain',281
'few clouds',4390
'sky is clear',1896
'moderate rain',490
'scattered clouds',6267
'sky is clear',911
'sky is clear',6659
'sky is clear',5528
mist,4479
'broken clouds',4687
mist,492
'light rain',2263
'light rain',2507
'overcast clouds',4572
'light rain',407
'overcast clouds',4379
'Sky is Clear',910
'sky is clear',368
'moderate rain',349
'overcast clouds',391
'light rain',4197
'overcast clouds',285
'overcast clouds',5765
'broken clouds',5909
'sky is clear',307
'moderate rain',293
'moderate rain',2700
'broken clouds',5220
'sky is clear',873
'sky is clear',3181
'overcast clouds',4027
'overcast clouds',3160
'moderate rain',5339
'Sky is Clear',4426
'sky is clear',5423
mist,358
'overcast clouds',992
'sky is clear',1854
'scattered clouds',2863
'sky is clear',4351
'light rain',3442
'broken clouds',4866
'sky is clear',261
haze,1482
'light rain',2576
haze,5041
'overcast clouds',2467
'sky is clear',6176
'sky is clear',230
'light rain',2665
'sky is clear',3337
'sky is clear',4625
'light rain',286
'light rain',514
'broken clouds',2638
'sky is clear',4317
'proximity thunderstorm',754
'broken clouds',5922
fog,307
mist,1330
'scattered clouds',4704
'light rain',2616
'scattered clouds',3323
'scattered clouds',1231
'broken clouds',4828
'overcast clouds',4820
mist,1657
'scattered clouds',4477
mist,6234
'sky is clear',5343
mist,474
'heavy snow',5393
'sky is clear',5245
'broken clouds',4819
'overcast clouds',4670
'overcast clouds',5146
'moderate rain',535
'few clouds',3150
'light rain',655
'light rain',4374
mist,487
mist,6006
mist,2912
'Sky is Clear',4305
'sky is clear',4761
'light rain',5174
'overcast clouds',408
'light rain',2083
'sky is clear',5535
'sky is clear',565
haze,3571
'broken clouds',3231
mist,398
'overcast clouds',554
'sky is clear',5861
'sky is clear',5866
'broken clouds',5681
'scattered clouds',6319
mist,4652
'overcast clouds',6395
'broken clouds',4710
'sky is clear',5784
mist,400
'light rain',2468
'overcast clouds',555
mist,741
mist,5496
'sky is clear',283
'overcast clouds',1676
'broken clouds',2738
'sky is clear',2700
'light intensity drizzle',4788
'light intensity drizzle',4975
'Sky is Clear',5457
'heavy snow',1407
snow,2131
'light rain',2147
'broken clouds',5296
mist,2768
'heavy intensity rain',586
'moderate rain',2497
mist,3562
'sky is clear',3030
haze,1720
'sky is clear',2805
'heavy snow',6125
'light intensity drizzle',2627
'overcast clouds',2472
'overcast clouds',4856
'scattered clouds',510
'heavy intensity drizzle',3477
'sky is clear',4300
'broken clouds',2796
'sky is clear',4336
'heavy snow',4100
'broken clouds',385
fog,530
'overcast clouds',2433
'light snow',5240
'sky is clear',5385
'sky is clear',4621
'sky is clear',2977
'proximity shower rain',5145
'sky is clear',6046
'sky is clear',5783
mist,4787
'scattered clouds',2791
'few clouds',3160
mist,2931
'scattered clouds',2648
'few clouds',3842
'overcast clouds',3374
'light snow',247
mist,317
'sky is clear',781
'broken clouds',708
'scattered clouds',463
'light snow',4515
'few clouds',1930
mist,6009
'sky is clear',1926
'broken clouds',2947
'light rain',5216
'light intensity drizzle',6510
'light snow',1892
'sky is clear',4836
mist,5722
drizzle,4793
'light snow',273
'overcast clouds',442
'light rain',5020
'light snow',3259
mist,699
mist,1102
'sky is clear',4549
'sky is clear',6218
'sky is clear',6137
mist,4525
'broken clouds',1112
'broken clouds',5908
'overcast clouds',6038
'heavy snow',574
'sky is clear',1189
'Sky is Clear',958
'broken clouds',365
mist,5717
'sky is clear',334
'sky is clear',2018
mist,699
'light intensity drizzle',1259
'overcast clouds',3235
'moderate rain',4636
'overcast clouds',4724
'broken clouds',4171
'overcast clouds',1269
'broken clouds',799
'overcast clouds',1623
'few clouds',3943
'sky is clear',2479
'heavy snow',4880
'heavy intensity rain',4724
'scattered clouds',97
'heavy intensity rain',2683
'moderate rain',5288
mist,2835
'sky is clear',931
'scattered clouds',5427
'light snow',3812
'light intensity drizzle',3175
'sky is clear',5760
'proximity thunderstorm',2245
'few clouds',3979
fog,6459
mist,4598
'sky is clear',5007
'broken clouds',5047
'sky is clear',2539
'broken clouds',4347
'broken clouds',546
'light rain',867
mist,979
smoke,6006
'sky is clear',685
'sky is clear',839
'sky is clear',4998
'sky is clear',2162
'broken clouds',6176
'light rain',4360
'broken clouds',506
'broken clouds',4790
mist,3503
mist,716
'light rain',6218
'Sky is Clear',2360
'sky is clear',5174
'thunderstorm with light rain',2105
'overcast clouds',3594
'few clouds',1693
'sky is clear',2991
'sky is clear',2800
'overcast clouds',5403
'sky is clear',427
'light rain',4088
'sky is clear',4882
mist,1616
mist,2744
'sky is clear',642
'moderate rain',4040
'scattered clouds',1012
'Sky is Clear',2401
drizzle,4507
'proximity thunderstorm',2527
'sky is clear',2725
'overcast clouds',3429
'sky is clear',3918
'broken clouds',316
'moderate rain',5859
'sky is clear',5704
'sky is clear',4791
'light snow',4492
'broken clouds',2461
haze,1024
'proximity shower rain',4391
'moderate rain',5640
mist,836
'light rain',3210
'scattered clouds',5355
mist,1525
'light rain',4492
haze,3441
mist,494
mist,265
mist,935
drizzle,598
'moderate rain',2527
'sky is clear',1198
mist,3471
'light snow',259
'light intensity drizzle',2687
'overcast clouds',5632
'light intensity drizzle',2486
haze,3066
haze,5634
'light rain',3034
'overcast clouds',6660
'sky is clear',748
mist,4235
'scattered clouds',2842
'scattered clouds',599
'sky is clear',641
mist,5084
'scattered clouds',2655
'light rain',4550
mist,2540
'sky is clear',404
'scattered clouds',2091
'broken clouds',5043
drizzle,5316
'sky is clear',287
'broken clouds',4544
'light snow',3607
'proximity thunderstorm with rain',1507
mist,5730
'sky is clear',1880
'scattered clouds',4358
'broken clouds',6585
'overcast clouds',1468
'moderate rain',4695
'overcast clouds',4548
'light rain',3780
'light rain',4323
'sky is clear',6304
'proximity thunderstorm',3032
'overcast clouds',277
'Sky is Clear',6230
'Sky is Clear',6172
mist,2946
'light intensity drizzle',5730
'moderate rain',906
mist,1695
'broken clouds',859
'light snow',4345
haze,3061
'scattered clouds',4179
mist,2049
'broken clouds',4054
'moderate rain',4481
'light rain',3076
'sky is clear',5589
'light rain',5211
haze,2702
'sky is clear',5109
'broken clouds',4622
'few clouds',6006
'few clouds',3705
'sky is clear',573
'sky is clear',325
mist,435
mist,373
'broken clouds',1455
'sky is clear',1333
'sky is clear',5550
mist,361
'broken clouds',2202
'sky is clear',5194
'few clouds',2713
mist,1625
'sky is clear',585
'sky is clear',743
'sky is clear',4918
'light rain',1848
'broken clouds',2137
mist,6720
'proximity thunderstorm',4257
'sky is clear',808
'sky is clear',4739
'broken clouds',4177
'light intensity drizzle',340
'broken clouds',3324
mist,4720
'sky is clear',3869
'light snow',432
'moderate rain',1065
mist,2459
'scattered clouds',4469
'broken clouds',3654
'sky is clear',4061
haze,5067
mist,4839
'overcast clouds',4666
'moderate rain',4573
'sky is clear',1726
'light rain',629
'scattered clouds',4393
'sky is clear',1902
mist,3490
'overcast clouds',6132
'sky is clear',280
'sky is clear',347
'proximity thunderstorm',4130
mist,3356
'sky is clear',375
mist,5573
'sky is clear',6501
'few clouds',4569
'sky is clear',5110
'overcast clouds',2098
'sky is clear',2883
'scattered clouds',849
'broken clouds',3104
'overcast clouds',2384
'sky is clear',783
'broken clouds',4672
'broken clouds',4747
'proximity shower rain',3778
fog,363
'few clouds',5979
'Sky is Clear',6327
'Sky is Clear',1296
'overcast clouds',804
fog,4268
drizzle,4170
'overcast clouds',1215
'sky is clear',6716
'sky is clear',269
'light snow',5142
'heavy intensity rain',2594
mist,6017
'moderate rain',3914
'scattered clouds',6455
'sky is clear',1986
'overcast clouds',972
mist,5713
mist,1771
'broken clouds',4887
fog,2229
'scattered clouds',751
'Sky is Clear',2945
'scattered clouds',4859
'light rain',4201
'sky is clear',4906
'light intensity drizzle',6052
'broken clouds',2902
'sky is clear',4812
'proximity thunderstorm',5170
'sky is clear',4932
'scattered clouds',4651
'scattered clouds',5201
'overcast clouds',5332
mist,856
'scattered clouds',5966
'light snow',4564
'overcast clouds',4167
'overcast clouds',1197
'overcast clouds',721
'light intensity drizzle',4567
'sky is clear',3262
'scattered clouds',5709
'sky is clear',4679
'overcast clouds',6536
'overcast clouds',401
'few clouds',4944
'broken clouds',2121
'sky is clear',5060
'broken clouds',850
'sky is clear',846
mist,927
'light rain',495
'overcast clouds',519
'sky is clear',4729
'sky is clear',1540
'few clouds',4362
'overcast clouds',290
'sky is clear',6153
'sky is clear',427
'overcast clouds',699
'overcast clouds',2963
'sky is clear',2372
'broken clouds',1938
'light rain',5134
'light intensity drizzle',2776
'scattered clouds',2729
mist,4145
'scattered clouds',336
'sky is clear',2846
'light shower snow',5729
'broken clouds',340
thunderstorm,4539
'sky is clear',2911
'overcast clouds',2793
'sky is clear',355
'sky is clear',1974
haze,4183
'few clouds',5484
'broken clouds',316
'broken clouds',2560
'scattered clouds',4378
'overcast clouds',4172
'thunderstorm with heavy rain',599
'sky is clear',5167
mist,3089
'broken clouds',5067
'sky is clear',4055
mist,5926
fog,3215
mist,1033
'Sky is Clear',840
'Sky is Clear',5589
'sky is clear',5212
'sky is clear',829
'light intensity drizzle',1989
haze,3013
'scattered clouds',4960
'sky is clear',2060
mist,6731
'overcast clouds',3196
'light rain',3487
mist,4454
'overcast clouds',218
'few clouds',4303
'sky is clear',6657
'light rain',462
mist,4025
'sky is clear',4243
'few clouds',3361
'light rain',299
mist,529
'Sky is Clear',4581
mist,3017
'sky is clear',4332
'overcast clouds',6000
'broken clouds',6235
'light rain',5349
'Sky is Clear',4581
haze,5705
'scattered clouds',6171
'light rain',4368
'few clouds',4040
'sky is clear',5939
'sky is clear',6015
'moderate rain',872
'broken clouds',3347
'light rain',2887
'overcast clouds',2764
'sky is clear',6304
haze,4995
'Sky is Clear',631
'broken clouds',1887
'scattered clouds',3142
'scattered clouds',4914
'sky is clear',4804
'few clouds',2945
'sky is clear',1139
'overcast clouds',4921
'moderate rain',5441
'light rain',5508
'sky is clear',1
'overcast clouds',851
mist,4503
'broken clouds',4263
'sky is clear',5860
'light snow',3080
'overcast clouds',5614
mist,4484
'few clouds',1997
'overcast clouds',5767
'light rain',471
'moderate rain',5182
'broken clouds',4285
'sky is clear',2584
'sky is clear',2027
'sky is clear',2576
'few clouds',5186
mist,732
mist,351
mist,2905
'scattered clouds',4724
'broken clouds',4599
drizzle,894
mist,743
'few clouds',3215
'overcast clouds',1559
'sky is clear',4843
'Sky is Clear',5553
'sky is clear',5419
mist,4373
'light rain',5848
'sky is clear',4652
mist,333
'sky is clear',6717
'sky is clear',5351
'light rain',3642
'heavy snow',2731
'broken clouds',3727
'sky is clear',2256
'light rain',4956
'sky is clear',3656
'Sky is Clear',4987
'sky is clear',843
'broken clouds',4088
'broken clouds',4332
fog,6446
'heavy snow',1943
'scattered clouds',990
'moderate rain',5253
'overcast clouds',4872
snow,2118
'sky is clear',2982
'Sky is Clear',3001
'sky is clear',4171
'overcast clouds',3199
'overcast clouds',6258
'broken clouds',4340
'light rain',4610
'sky is clear',5526
'sky is clear',4494
'scattered clouds',2554
'sky is clear',2922
'sky is clear',428
'Sky is Clear',804
'broken clouds',4686
'sky is clear',4886
'light intensity drizzle',5302
'sky is clear',6256
'overcast clouds',249
mist,2740
'broken clouds',5047
'few clouds',4421
'overcast clouds',488
'sky is clear',379
'scattered clouds',4292
'moderate rain',1149
'scattered clouds',3290
'overcast clouds',2927
'sky is clear',746
'sky is clear',1319
'sky is clear',3847
'sky is clear',4420
'sky is clear',3031
'sky is clear',2399
fog,904
'overcast clouds',312
'scattered clouds',4559
'sky is clear',3132
drizzle,643
haze,1718
'sky is clear',5386
'light rain',5285
'overcast clouds',4871
thunderstorm,2506
'light intensity drizzle',629
'sky is clear',6280
mist,2452
fog,963
'overcast clouds',4982
'overcast clouds',889
'overcast clouds',1180
'moderate rain',2506
'sky is clear',5110
'sky is clear',1166
'broken clouds',5768
'scattered clouds',1667
'sky is clear',3837
'few clouds',4463
'overcast clouds',4711
mist,4678
'light snow',4301
'sky is clear',431
'sky is clear',2442
'sky is clear',3008
'moderate rain',6686
'sky is clear',2819
haze,5067
'broken clouds',1686
'sky is clear',931
'overcast clouds',561
mist,5849
'few clouds',4603
'sky is clear',890
'few clouds',3360
'sky is clear',1494
'broken clouds',5232
mist,5540
'light rain',6309
'scattered clouds',912
mist,2375
snow,4132
'sky is clear',4290
'few clouds',5844
'sky is clear',364
'light intensity drizzle',6813
'sky is clear',331
'sky is clear',2965
'moderate rain',6499
'moderate rain',4675
'overcast clouds',872
'proximity thunderstorm',5583
'sky is clear',5651
mist,849
'sky is clear',446
'overcast clouds',264
'Sky is Clear',680
'sky is clear',499
'overcast clouds',2494
'light intensity drizzle',1896
'sky is clear',3000
'light rain',5050
'broken clouds',2740
'broken clouds',4835
'scattered clouds',602
'few clouds',6457
'light rain',5420
fog,3865
'broken clouds',2230
'scattered clouds',6224
'sky is clear',351
'sky is clear',1320
'moderate rain',325
'sky is clear',1289
mist,2046
fog,1196
mist,1106
mist,6326
'moderate rain',3013
'overcast clouds',692
'overcast clouds',1474
'heavy intensity rain',452
'sky is clear',6160
'sky is clear',267
snow,309
'broken clouds',264
'overcast clouds',6901
'sky is clear',4434
'sky is clear',281
mist,545
'sky is clear',1840
'few clouds',800
'sky is clear',5120
'few clouds',4049
'overcast clouds',1798
'few clouds',2252
'sky is clear',4158
'light rain',4751
'light snow',5695
'sky is clear',4604
'light rain',382
'sky is clear',440
'sky is clear',5108
'moderate rain',961
'overcast clouds',3254
'overcast clouds',5716
'light intensity drizzle',6668
'overcast clouds',5320
mist,6196
'broken clouds',2232
'broken clouds',2965
'overcast clouds',4196
'overcast clouds',890
mist,4694
'moderate rain',4457
haze,4981
'overcast clouds',1915
'sky is clear',1899
mist,4925
'sky is clear',5186
'heavy intensity rain',626
'broken clouds',3429
'sky is clear',6338
'sky is clear',984
mist,2198
'broken clouds',2012
'few clouds',4507
'heavy snow',432
'sky is clear',417
'sky is clear',3909
'light intensity drizzle',4338
mist,1589
'overcast clouds',5101
'sky is clear',2106
'heavy snow',5014
'sky is clear',299
'sky is clear',2702
'light rain',6517
'sky is clear',4440
'broken clouds',4597
'thunderstorm with rain',310
'broken clouds',1001
'sky is clear',3589
'sky is clear',6104
'overcast clouds',375
'sky is clear',808
'scattered clouds',5205
'broken clouds',3936
'heavy intensity rain',362
'light rain',3331
'light rain',888
mist,4740
'overcast clouds',2562
'overcast clouds',6134
'sky is clear',370
'sky is clear',4503
mist,5268
'sky is clear',2632
snow,2856
'sky is clear',517
'sky is clear',5485
'broken clouds',5287
'sky is clear',2951
mist,5665
'proximity thunderstorm',2561
'thunderstorm with light drizzle',4398
haze,1488
'overcast clouds',5627
'light rain',5283
mist,4378
'scattered clouds',5487
'heavy intensity rain',4904
'overcast clouds',1077
'broken clouds',1119
'few clouds',2754
'light rain',4762
'scattered clouds',4602
mist,4788
'heavy intensity rain',4999
'sky is clear',3915
mist,295
'moderate rain',4099
snow,366
'sky is clear',2931
'few clouds',248
'light rain',2714
'sky is clear',2302
'overcast clouds',1846
'scattered clouds',3806
mist,4461
'overcast clouds',966
'overcast clouds',716
'proximity thunderstorm',5990
haze,2983
mist,816
'light snow',4306
'scattered clouds',725
'sky is clear',292
mist,804
'few clouds',2191
'scattered clouds',5738
'sky is clear',413
fog,4686
'scattered clouds',855
'moderate rain',4366
'sky is clear',1606
'few clouds',4802
'sky is clear',5193
'sky is clear',6548
fog,488
'sky is clear',1022
haze,4303
'sky is clear',6023
'light rain',3178
'heavy snow',4529
fog,332
'scattered clouds',1249
'heavy snow',2615
'light rain',3038
'broken clouds',3246
'sky is clear',3040
'broken clouds',4765
'scattered clouds',5072
'sky is clear',3064
'scattered clouds',552
