holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,traffic_volume
None,294.96,0,0,1,sky is clear,2915
None,292.09,0,0,1,sky is clear,388
None,289.82,0.51,0,92,mist,6866
None,269.49,0,0,1,sky is clear,2673
None,276.21,0,0,90,overcast clouds,2779
None,261.28,0,0,75,broken clouds,4491
None,290.82,0,0,1,fog,2854
None,275.15,0,0,90,heavy intensity drizzle,366
None,276.68,0,0,90,light intensity drizzle,2352
None,297.93,0,0,1,sky is clear,4759
None,293.43,0,0,90,mist,847
None,274.08,0,0,90,light rain,4119
None,266.62,0,0,90,haze,3215
None,248.8,0,0,1,sky is clear,1713
None,256.28,0,0,1,sky is clear,2676
None,295.22,0,0,40,light rain,4940
None,288.35,0,0,90,moderate rain,6299
None,268.34,0,0,40,scattered clouds,950
None,291.35,0,0,90,mist,5266
None,291.01,0,0,1,mist,5864
None,296,0,0,90,overcast clouds,6414
None,274.99,0,0,20,few clouds,6255
None,290.81,0,0,1,sky is clear,580
None,293.82,5.92,0,90,proximity thunderstorm,2336
None,274.75,0,0,5,sky is clear,2775
None,284.55,0,0,5,sky is clear,3141
None,283.79,0.64,0,0,fog,2917
None,267.43,0,0,90,overcast clouds,730
None,270.06,0.32,0,64,light rain,4665
None,287.64,0,0,1,sky is clear,5147
None,294.33,0.3,0,1,light rain,2994
None,253.27,0,0,20,few clouds,2264
None,262.08,0,0,75,broken clouds,2163
None,294.43,0,0,20,mist,4238
None,267.65,0,0,90,mist,386
None,292.02,0,0,40,light rain,196
None,290.36,0,0,1,sky is clear,410
None,282.36,0,0,1,sky is clear,5429
None,266.64,0,0,90,overcast clouds,4722
None,274.49,0,0,90,light snow,5211
None,265.94,0,0,90,light snow,3900
None,292.82,1.49,0,36,moderate rain,814
None,287.74,0,0,75,mist,333
None,280.07,0,0,90,overcast clouds,743
None,292.89,0,0,36,scattered clouds,2913
None,254.19,0,0,40,haze,5158
None,265.61,0,0,40,scattered clouds,792
None,266.62,0,0,90,light snow,825
None,286.52,0,0,1,light rain,957
None,294.4,0,0,1,sky is clear,480
None,286.62,0,0,5,sky is clear,4991
None,276.87,0,0,90,mist,1656
None,254.82,0,0,1,sky is clear,3601
None,290.12,0,0,32,scattered clouds,4413
None,287.29,0,0,40,scattered clouds,4557
None,273.75,0,0,90,light snow,2334
None,288.77,0,0,90,light intensity drizzle,2227
None,271.42,0,0,64,light snow,3556
None,300.43,0,0,75,broken clouds,4253
None,301.43,0,0,20,few clouds,5636
None,287.3,0,0,1,sky is clear,546
None,260.15,0,0,1,sky is clear,3685
None,256.95,0,0,40,scattered clouds,5442
None,281.49,0,0,1,sky is clear,2914
None,280.77,0,0,90,light rain,6445
None,287.61,0,0,5,sky is clear,6127
None,270.97,0,0,40,scattered clouds,925
None,285.28,0,0,90,overcast clouds,3710
None,262.09,0,0,1,sky is clear,1753
None,259.41,0,0,1,haze,490
None,278.5,0,0,90,overcast clouds,4234
None,291.61,0,0,75,broken clouds,5145
None,295.38,0,0,1,sky is clear,4257
None,277.64,0,0,40,fog,4621
None,295.72,0,0,90,proximity thunderstorm with rain,350
None,293.88,0,0,75,broken clouds,5133
None,287.01,0,0,20,few clouds,5198
None,296.75,0,0,68,broken clouds,2709
None,270.68,0,0,90,overcast clouds,6600
None,275.87,0,0,90,light intensity drizzle,2211
None,277.47,0,0,1,sky is clear,514
None,274.48,0,0,90,moderate rain,1225
None,262.43,0,0,1,mist,5876
None,288.94,0,0,90,light rain,4306
None,294.77,0,0,90,overcast clouds,5785
None,299.92,0,0,75,broken clouds,4369
None,285.43,0,0,1,sky is clear,904
None,290.97,1.52,0,90,proximity thunderstorm,301
None,284.02,0,0,90,drizzle,4564
None,267.22,0,0,75,light snow,4564
None,284.35,0,0,90,overcast clouds,2717
None,283.17,0,0,1,sky is clear,312
None,247.81,0,0,5,sky is clear,784
None,294.17,0,0,1,mist,867
None,272.79,0,0,75,broken clouds,5965
None,279.41,0,0,1,sky is clear,4961
None,278.15,0,0,75,broken clouds,2877
None,278.49,0,0,1,sky is clear,647
None,290.65,0,0,1,mist,1045
None,258.59,0,0,90,overcast clouds,613
None,263.02,0,0,87,overcast clouds,6274
None,291.55,0,0,1,light rain,499
None,295.61,0,0,90,moderate rain,2900
None,288.86,0,0,75,broken clouds,6960
None,264.41,0,0,90,light snow,4817
None,289.94,0,0,0,Sky is Clear,966
None,291.51,0,0,90,light rain,5050
None,276.51,0,0,90,light rain,372
None,267.72,0,0,1,haze,1107
None,290.48,0,0,0,Sky is Clear,2845
None,275.82,0,0,1,sky is clear,3775
None,285.63,0,0,1,sky is clear,352
None,297.13,0,0,1,haze,3602
None,276.15,0,0,75,broken clouds,5953
None,291.62,0,0,1,mist,6058
None,297.407,0,0,8,sky is clear,314
None,267.22,0,0,75,broken clouds,278
None,269.84,0,0,90,overcast clouds,5587
None,285.28,0,0,1,sky is clear,5314
None,292.88,0,0,68,broken clouds,1711
None,296.76,0,0,90,overcast clouds,2556
None,274.97,0,0,90,overcast clouds,4764
None,266.93,0,0,90,mist,2789
None,269.58,0,0,1,sky is clear,3271
None,284.68,0.25,0,1,light rain,550
None,299.95,0,0,75,broken clouds,2696
None,272.97,0,0,90,overcast clouds,1054
None,251.43,0,0,1,sky is clear,439
None,272.29,0,0,5,sky is clear,4829
None,277.08,0,0,90,light intensity drizzle,5567
None,276.07,0,0,56,broken clouds,2700
None,268.15,0,0,90,overcast clouds,5412
None,264.44,0,0,1,sky is clear,979
None,273.48,0,0,90,heavy snow,4037
None,244.82,0,0,11,few clouds,417
None,285.15,0,0,40,scattered clouds,5296
None,274,0,0,90,mist,249
None,290.23,0,0,0,Sky is Clear,3137
None,284.29,0,0,75,haze,350
None,295.63,0,0,12,few clouds,2921
None,290.06,0,0,88,overcast clouds,6643
None,285.82,0,0,90,light rain,307
None,274.95,0,0,90,mist,3172
None,274.8,0,0,90,mist,644
None,265.41,0,0,75,broken clouds,4048
None,291.95,0,0,75,light rain,5538
None,276.02,0,0,40,light intensity drizzle,2540
None,271.87,0,0,40,scattered clouds,2716
None,269.63,0,0,1,sky is clear,4991
None,297.04,0,0,0,Sky is Clear,534
None,272.59,0,0,90,haze,3933
None,291.14,1.78,0,90,heavy intensity rain,5377
None,274.88,0,0,1,sky is clear,851
Martin Luther King Jr Day,262.54,0,0,90,haze,600
None,295.39,0,0,40,scattered clouds,5531
None,290.63,0,0,90,overcast clouds,5916
None,274.67,0,0,90,mist,682
None,259.69,0,0,1,light snow,5450
None,272.56,0,0,90,overcast clouds,4699
None,287.37,0,0,5,sky is clear,2836
None,288.54,0.25,0,90,heavy intensity rain,6516
None,289.16,0,0,90,moderate rain,2651
None,278.89,0,0,75,light intensity drizzle,4215
None,289.99,0,0,90,moderate rain,5443
None,285.41,0,0,75,light rain,1642
None,292.07,0,0,75,broken clouds,2821
None,289.48,0,0,1,sky is clear,2372
None,272.03,0,0,64,mist,371
None,295,6.1,0,90,heavy intensity rain,2974
None,297.84,0,0,20,few clouds,4239
None,287.29,0,0,0,Sky is Clear,6408
None,289.5,0,0,1,sky is clear,5793
None,279.22,0,0,40,scattered clouds,2450
None,298.78,0,0,8,sky is clear,5626
None,301.59,0,0,88,overcast clouds,6530
None,292.43,0,0,90,moderate rain,250
None,290.92,0,0,90,overcast clouds,4473
None,274.39,0,0,90,overcast clouds,431
None,274.95,0,0,90,light rain,3594
None,287.69,0.98,0,90,drizzle,3024
None,280.21,0,0,1,sky is clear,532
None,304.68,0,0,75,broken clouds,6426
None,299.58,0,0,40,scattered clouds,2780
None,280.08,0,0,90,overcast clouds,364
None,293.95,0,0,1,sky is clear,3287
None,264.76,0,0,75,broken clouds,3099
None,273.08,0,0,1,mist,1272
None,278.22,0,0,1,sky is clear,313
None,287.16,0,0,1,sky is clear,3022
None,273.75,0,0,75,broken clouds,2650
None,296.03,0,0,40,scattered clouds,3475
None,284.18,0,0,1,sky is clear,337
None,276.19,0,0,1,sky is clear,245
None,257.08,0,0,90,mist,4739
None,267.57,0,0,1,sky is clear,5326
None,284.43,0,0,75,broken clouds,6284
None,287.21,0,0,1,sky is clear,635
None,297.2,0,0,1,sky is clear,4590
None,259.37,0,0,90,mist,944
None,301.13,0,0,0,Sky is Clear,6146
None,272.135,0,0,36,scattered clouds,1293
None,290.82,0,0,1,sky is clear,3897
None,282.36,0,0,90,light intensity drizzle,4961
None,296.39,0,0,1,sky is clear,2694
None,261.79,0,0,90,haze,4567
None,288.15,0,0,90,light rain,2029
None,278.44,0,0,40,scattered clouds,4749
None,270.72,0,0,75,broken clouds,5001
None,273.01,0,0,1,mist,5224
None,280.02,0,0,1,sky is clear,4402
None,273.65,0,0,90,heavy snow,2407
None,274.54,0.27,0,90,light rain,4827
None,301.08,0,0,75,broken clouds,4969
None,293.38,0,0,1,sky is clear,2610
None,290.57,0,0,76,broken clouds,1236
None,302.588,0,0,20,few clouds,4414
None,297.45,0,0,0,Sky is Clear,3360
None,268.79,0,0,90,light snow,706
None,272.54,0,0,90,fog,4200
None,290.53,0,0,90,moderate rain,1356
None,266.08,0,0,90,overcast clouds,3935
None,301.65,0,0,92,haze,6346
None,269.15,0,0,90,overcast clouds,5049
None,255.19,0,0,64,broken clouds,3457
None,294.54,0.25,0,90,light rain,358
None,283.15,0,0,40,scattered clouds,4407
None,265.41,0,0,75,mist,450
None,272.43,0,0,75,broken clouds,889
None,275.93,0,0,90,overcast clouds,2579
None,268.93,0,0,40,scattered clouds,4010
None,282.56,0,0,90,moderate rain,2763
None,273.02,0,0,90,light snow,1930
None,270.57,0,0,1,sky is clear,4317
None,278.03,0,0,40,scattered clouds,5703
None,293.9,2.29,0,75,proximity thunderstorm,5267
None,275.36,0,0,8,sky is clear,3096
None,286.69,0,0,1,sky is clear,1511
None,289.46,1.27,0,40,light intensity drizzle,5153
None,285.01,0,0,1,sky is clear,1513
None,294.58,0,0,75,smoke,5952
None,276.23,0,0,90,moderate rain,5856
None,299.63,0,0,40,scattered clouds,4753
None,283.96,0,0,75,broken clouds,5587
None,286.75,0,0,1,sky is clear,1092
None,259.15,0,0,1,sky is clear,2847
None,298.68,0,0,90,moderate rain,4873
None,283.94,0,0,90,light intensity drizzle,3108
None,264.43,0,0,75,light snow,2578
None,264.15,0,0,90,light snow,4924
None,286.62,0,0,90,light rain,4823
None,272.02,0,0,90,light snow,3781
None,274.02,0,0,90,moderate rain,2010
None,275.91,0,0,90,mist,345
None,267.61,0,0,90,overcast clouds,390
None,266.49,0,0,20,few clouds,4766
None,270.89,0,0,90,overcast clouds,2677
None,295.38,0,0,1,sky is clear,1350
None,299.59,0,0,1,sky is clear,3700
None,272.22,0,0,40,scattered clouds,2906
None,276.45,0,0,90,light intensity drizzle,2999
None,270.24,0,0,90,overcast clouds,972
None,284.25,0,0,90,proximity shower rain,6597
None,283.97,0,0,90,overcast clouds,4254
None,274.02,0,0,90,mist,300
None,255.8,0,0,64,broken clouds,3937
None,300.31,0,0,40,scattered clouds,4725
None,293.78,0,0,90,overcast clouds,4637
None,275.34,0,0,90,light rain,4853
None,292.81,1.78,0,40,moderate rain,2139
None,277.35,0,0,90,mist,2300
None,294.02,0,0,90,light intensity drizzle,2495
None,274.15,0,0,1,sky is clear,4445
None,272.21,0,0,90,overcast clouds,5230
None,289.4,0,0,0,Sky is Clear,5588
None,292.07,0,0,1,sky is clear,3688
None,293.72,0,0,1,sky is clear,3231
None,289.51,0,0,40,light rain,1513
None,293.15,0,0,1,mist,1183
None,281.83,0,0,90,moderate rain,6156
None,289.02,0,0,0,Sky is Clear,814
None,275.22,0,0,90,mist,2656
None,269.95,0,0,40,scattered clouds,3022
None,283.29,0,0,1,sky is clear,3199
None,272.63,0,0,90,snow,1190
None,280.66,0.25,0,90,light rain,5368
None,259.68,0,0,75,fog,722
None,297.49,0,0,1,sky is clear,1040
None,292.38,0,0,1,sky is clear,1752
None,296.46,0,0,90,mist,4910
None,289.67,0,0,90,light rain,3319
None,283.36,0,0,0,fog,333
None,283.56,0,0,1,sky is clear,4893
None,290.41,8.64,0,92,mist,5144
None,295.34,0,0,68,broken clouds,4256
None,271.07,0,0,1,sky is clear,5454
None,251.77,0,0,83,broken clouds,5971
None,250.63,0,0,1,sky is clear,458
None,292.32,2.1,0,90,thunderstorm,709
None,285.62,0,0,1,sky is clear,1695
None,282.45,0,0,1,sky is clear,4121
None,264.21,0,0,20,few clouds,342
None,274.88,0.25,0,90,light rain,5104
None,292.28,0,0,90,proximity thunderstorm with rain,5865
None,294.95,0,0,40,scattered clouds,877
None,279.68,0,0,90,moderate rain,4518
None,285.41,0,0,8,sky is clear,4986
None,270.35,0,0,75,broken clouds,5144
None,279.72,0,0,1,sky is clear,2983
None,287.6,0.81,0,90,haze,2924
None,276.01,0,0,5,sky is clear,3169
None,281.85,0,0,40,scattered clouds,6083
None,287.35,0,0,90,moderate rain,4882
None,250.86,0,0,1,sky is clear,205
None,292.06,0,0,1,sky is clear,4926
None,274.22,0,0,75,broken clouds,5139
None,274.66,0,0,1,mist,5041
None,268.04,0,0,40,scattered clouds,1972
None,295.12,0,0,8,sky is clear,1233
None,272.56,0,0,90,overcast clouds,3293
None,267.25,0,0,1,sky is clear,267
None,269.28,0,0,20,few clouds,674
None,294.64,0,0,80,broken clouds,719
None,290.22,0,0,36,scattered clouds,1167
None,287.7,0,0,75,broken clouds,5881
None,288.07,0,0,40,fog,336
None,281.15,0,0,1,sky is clear,5565
None,294.58,0,0,1,sky is clear,4459
None,293.99,0,0,64,broken clouds,4159
None,292.56,2.54,0,1,moderate rain,356
None,258.92,0,0,20,few clouds,5036
None,260.74,0,0,1,sky is clear,2990
None,271.09,0,0,1,sky is clear,6182
None,262.09,0,0,90,light snow,4848
None,299.48,0,0,40,scattered clouds,3661
None,289.55,0,0,90,overcast clouds,4925
None,291.42,0,0,1,sky is clear,4219
None,261.5,0,0,20,few clouds,660
None,280.28,0,0,96,light rain,773
None,301.68,0,0,1,sky is clear,6245
None,268.86,0,0,1,sky is clear,4039
None,282.36,0,0,90,overcast clouds,2614
None,288.35,0,0,1,sky is clear,2925
None,280.92,0,0,90,haze,5320
None,269.47,0,0,90,overcast clouds,5045
None,299.65,0,0,40,scattered clouds,2190
None,298.16,0,0,0,Sky is Clear,6354
None,272.08,0,0,90,haze,3865
None,297.94,0,0,0,Sky is Clear,4298
None,285.22,0,0,75,broken clouds,4675
None,296.21,0,0,20,few clouds,5189
None,264.21,0,0,40,haze,4748
None,288.31,0,0,75,broken clouds,906
None,271.15,0,0,1,light snow,3831
None,295.74,0,0,90,overcast clouds,3154
None,268.039,0,0,8,sky is clear,933
None,291.55,0,0,1,mist,6494
None,299.45,0,0,1,sky is clear,4147
None,281.43,0,0,90,overcast clouds,3248
None,284.94,0,0,90,moderate rain,5089
None,298.17,0,0,0,Sky is Clear,4779
None,270.98,0,0,75,broken clouds,5610
None,294.08,0,0,90,overcast clouds,2640
None,269.03,0,0,90,overcast clouds,6381
None,293.36,0,0,75,broken clouds,4752
None,288.27,0,0,99,light rain,5147
None,295.58,0,0,1,sky is clear,4081
None,289.01,0,0,75,drizzle,3690
None,283.56,0,0,90,overcast clouds,241
None,296.88,0,0,12,few clouds,5947
None,271.35,0,0,90,light snow,5619
None,274.75,0,0,90,light rain,2704
None,260.25,0,0,75,broken clouds,6413
None,293.74,0,0,1,sky is clear,2627
None,253.34,0,0,90,light snow,3793
None,262.21,0,0,75,broken clouds,4718
None,293.46,1.02,0,92,moderate rain,2864
None,292.64,0,0,1,mist,2322
None,288.62,0,0,1,sky is clear,1318
None,274.08,0,0,90,light intensity drizzle,5619
None,295.03,0,0,92,light rain,556
None,273.2,0,0,90,overcast clouds,4608
None,257.22,0,0,5,sky is clear,3025
None,288.72,0,0,1,sky is clear,321
None,292.12,0,0,1,sky is clear,2306
None,272.439,0,0,0,Sky is Clear,1523
None,283.168,0,0,0,Sky is Clear,259
None,275.15,0,0,1,sky is clear,2142
None,272.26,0,0,64,light snow,365
None,288.44,0,0,1,sky is clear,1253
None,281.79,0,0,40,scattered clouds,4490
None,291.11,0.25,0,24,mist,847
None,286.56,0,0,90,overcast clouds,4928
None,271.35,0,0,1,sky is clear,1789
None,275.72,0,0,90,moderate rain,5478
None,265.62,0,0,90,heavy snow,399
None,278.95,0,0,90,light intensity drizzle,4499
None,285.74,0,0,5,sky is clear,3540
None,263.02,0,0,90,haze,5263
None,289.42,0,0,90,proximity thunderstorm,3514
None,274.86,0,0,1,sky is clear,327
None,266.24,0,0,90,overcast clouds,687
None,273.28,0,0,90,overcast clouds,900
None,292.88,0,0,1,mist,658
None,261.93,0,0,75,broken clouds,5428
None,263.69,0,0,90,light snow,3301
None,296.41,0.51,0,90,mist,4652
None,299.01,0,0,40,scattered clouds,5644
None,296.6,0,0,8,sky is clear,3782
None,292.28,0,0,1,sky is clear,4894
None,287.63,0,0,1,sky is clear,261
None,258.52,0,0,1,sky is clear,647
None,274.75,0,0,90,haze,6228
None,300.54,0,0,75,broken clouds,1660
None,281.49,0,0,1,sky is clear,352
None,278.07,0,0,90,moderate rain,5426
None,270.86,0,0,90,fog,889
None,271.68,0,0,90,overcast clouds,4289
None,302.9,0,0,12,few clouds,4571
None,275.09,0,0,90,light intensity drizzle,3311
None,282.89,0,0,1,sky is clear,258
None,294.8,0,0,90,proximity thunderstorm,1001
None,275.55,0,0,90,mist,245
None,299.81,0,0,92,light rain,4957
None,268.29,0,0,90,mist,481
None,288.18,0,0,1,sky is clear,888
None,290.13,0.76,0,92,light rain,6188
None,275.69,0,0,1,sky is clear,289
None,267.28,0,0,90,mist,2884
None,268.89,0,0,90,overcast clouds,1911
None,273.09,0,0,75,broken clouds,775
None,291.38,0,0,90,heavy intensity drizzle,4252
None,295.04,0,0,88,overcast clouds,4497
None,293.25,0,0,0,Sky is Clear,2452
None,276.793,0,0,64,broken clouds,1106
None,297.44,0.25,0,75,light rain,2910
None,270.28,0,0,90,heavy snow,5188
None,282.84,2.29,0,1,moderate rain,5868
None,282.46,0,0,90,light intensity drizzle,4718
None,299.07,0,0,1,light rain,2338
None,262.53,0,0,1,sky is clear,831
None,295.65,0,0,40,drizzle,367
None,271.62,0,0,64,broken clouds,3843
None,292.74,0,0,5,sky is clear,4313
None,282.11,0,0,75,broken clouds,4389
None,271.01,0,0,90,mist,6122
None,296.48,0,0,20,few clouds,6479
None,289.02,0,0,1,light rain,2588
None,273.8,0,0.25,90,mist,4933
None,266.17,0,0,90,overcast clouds,797
None,271.75,0,0,1,sky is clear,3761
None,273.01,0,0,90,overcast clouds,5033
None,292.58,0,0,1,sky is clear,4936
None,298.61,0,0,90,thunderstorm,1920
None,290.06,0,0,20,few clouds,3516
None,293.72,0,0,1,sky is clear,5146
None,302.95,0,0,40,scattered clouds,5853
None,281,0,0,90,heavy intensity rain,904
None,248.66,0,0,1,sky is clear,2922
None,278.65,0,0,1,sky is clear,551
None,287.1,4.32,0,92,proximity thunderstorm,721
None,272.48,0,0,90,fog,869
None,272.59,0,0,98,overcast clouds,340
None,294.44,0,0,90,overcast clouds,5773
None,260.79,0,0,64,broken clouds,2131
None,260.14,0,0,1,sky is clear,397
None,295.08,0.51,0,90,light rain,4834
None,278.88,0,0,90,overcast clouds,760
None,277.93,0,0,90,light intensity drizzle,5285
None,250.68,0,0,1,sky is clear,330
None,269.29,0,0,1,sky is clear,1357
None,274.5,0,0,90,light snow,4819
None,286.55,0,0,90,overcast clouds,5014
None,291.15,0,0,90,mist,1209
None,289.08,0,0,1,mist,632
None,292.04,0,0,75,broken clouds,4125
None,287.15,0,0,90,mist,2894
None,266.99,0,0,90,overcast clouds,2566
None,274.49,0,0,1,sky is clear,4229
None,285.07,0.25,0,64,light rain,5385
None,275.86,0,0,1,mist,5835
None,255.22,0,0,90,overcast clouds,3746
None,292.32,0,0,0,Sky is Clear,278
None,278.35,0,0,90,overcast clouds,351
None,282.55,0,0,75,mist,628
None,289.81,0,0,1,sky is clear,448
None,291.05,0,0,1,sky is clear,6478
None,277.17,0,0,1,sky is clear,358
None,298.11,0,0,0,Sky is Clear,5079
None,282.14,0,0,1,sky is clear,929
None,283.36,0,0,90,overcast clouds,3302
None,286.42,0,0,90,light rain,5652
None,258.17,0.25,0,64,light rain,1922
None,280.38,0,0,40,scattered clouds,4755
None,285.71,0,0,40,scattered clouds,923
None,266.07,0,0,1,sky is clear,4663
None,296.8,0,0,1,light rain,5555
None,301.51,0,0,40,scattered clouds,5558
None,294.9,0,0,40,light intensity drizzle,3146
None,292,0,0,0,Sky is Clear,2967
None,280.13,0,0,1,sky is clear,870
None,286.22,0,0,90,moderate rain,4648
None,291.46,5.08,0,76,proximity thunderstorm,439
None,284.55,0,0,1,sky is clear,598
None,284.92,0,0,1,sky is clear,1042
None,267.51,0,0,40,scattered clouds,759
None,286.72,0,0,1,mist,716
None,299.88,0,0,75,broken clouds,2778
None,283.81,0,0,0,Sky is Clear,2659
None,248.88,0,0,1,sky is clear,359
None,289.58,0,0,40,scattered clouds,5049
None,276.87,0,0,90,mist,4426
None,251.46,0,0,90,overcast clouds,3576
None,292.28,0,0,75,broken clouds,3614
None,269.35,0,0,1,sky is clear,2885
None,286.41,0,0,40,mist,2795
None,271.95,0,0,90,light snow,1580
None,290,0,0,76,broken clouds,919
None,291.2,0,0,36,scattered clouds,5439
None,280.51,0,0,90,drizzle,3043
None,292.28,0,0,40,scattered clouds,430
None,302.61,0,0,12,moderate rain,5920
None,275.87,0,0,90,light rain,4760
None,286.15,0,0,90,drizzle,1802
None,293.85,0,0,40,scattered clouds,3503
None,286.4,0,0,90,moderate rain,4442
None,262.15,0,0,90,light snow,5385
None,299.28,0,0,20,few clouds,3295
None,272.62,0,0,75,broken clouds,3658
None,296.65,0,0,40,scattered clouds,3384
None,251.67,0,0,40,scattered clouds,4481
None,285.08,0,0,5,sky is clear,5787
None,274.42,0,0,1,sky is clear,432
None,268.77,0,0,90,light snow,4463
None,301.42,0,0,90,overcast clouds,4779
None,302.09,0,0,0,Sky is Clear,4122
None,284.478,0,0,0,Sky is Clear,2405
None,290.55,0,0,1,haze,5814
None,278.29,0,0,90,mist,2759
None,295.61,0,0,1,sky is clear,6700
None,291.24,1.91,0,90,moderate rain,3221
None,261.93,0,0,90,overcast clouds,631
None,275.68,0,0,90,light rain,1476
None,289.07,0,0,0,Sky is Clear,2996
None,283.43,0,0,90,light intensity drizzle,2531
None,271.53,1.27,0,90,mist,3876
None,292.51,0,0,1,mist,1168
None,268.02,0,0,90,fog,353
None,294.28,0,0,90,thunderstorm with rain,5948
None,276.29,0,0,75,light intensity drizzle,2539
None,294.28,0,0,1,light rain,336
None,274.02,0,0,90,shower drizzle,2010
None,286.55,0,0,1,sky is clear,3512
None,283.47,0,0,90,moderate rain,3452
None,273.95,0,0,90,light rain,378
None,293.22,4.57,0,90,haze,5205
None,269.3,0,0,75,broken clouds,5446
None,265.72,0,0,75,light snow,2449
None,275.02,0,0,90,overcast clouds,1173
None,288.79,0,0,75,mist,4534
None,288.01,0,0,20,few clouds,4761
None,294.41,0,0,1,sky is clear,355
